GeneName,log2FoldChange(WTC_kvsKOC_k),padj(WTC_kvsKOC_k),log2FoldChange(WTKvsKOK),padj(WTKvsKOK),log2FoldChange(WTC_k24vsKOC_k24),padj(WTC_k24vsKOC_k24),log2FoldChange(WTK24vsKOK24),padj(WTK24vsKOK24),log2FoldChange(KOC_kvsKOK),padj(KOC_kvsKOK),log2FoldChange(WTC_kvsWTK),padj(WTC_kvsWTK),log2FoldChange(KOC_k24vsKOK24),padj(KOC_k24vsKOK24),log2FoldChange(WTC_k24vsWTK24),padj(WTC_k24vsWTK24)
Abca12,0,0,0,0,1.468269641,0,0,0,0,0,0,0,0,0,0,0
Olfr1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxc1,1.79825063,0,0.149432798,0.97734,0.417890905,0.96255,0.74836563,0.73746,0.72709175,0,2.360744683,0.065564,0.54025664,0,0.2223254,0
Gm8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20627,0.422791245,0.8952,0.13524136,0.97206,-2.236645926,0,-0.461980266,0,0.338409565,0,0.602558559,0.60932,1.092995686,0,-0.668280742,0
Gm20691,0,0,0,0,0,0,0,0,1.500440063,0,0,0,0,0,0,0
Vmn1r-ps24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9843,-0.168718763,0.8848,-0.07689403,0.95567,0.184819146,0.95618,0.31400619,0.66434,0.858024521,0.099308,0.74850285,0.016914,0.066641297,0.95675,-0.050495826,0.99418
Olfr1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833422M21Rik,0,0,0,0,-0.060364792,0,0,0,0,0,0,0,0,0,0,0
Gm26507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10687,0.046953711,0.98805,-1.229178845,0.19415,-0.393948313,0.9106,-0.107829917,0.94739,-0.474777392,0.59467,0.784930761,0.20453,0.137003817,0,-0.136715462,0.98752
Olfr1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2061,-0.403905972,0.70329,0.213879841,0.90896,0.108874214,0.96454,-0.034926726,0.96816,-1.337036637,0.0024459,-1.971969915,0.000017,-0.515913325,0.54081,-0.357882853,0.92219
Gm26508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17597,-0.297361334,0.95151,-0.483008208,0,3.526591456,0.10567,-0.158828808,0,0.462935086,0,0.634491391,0.62597,-0.817503061,0,2.888193295,0
Gm26509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-91H16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nme8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp598,-0.068934806,0.86204,-0.027130176,0.97333,0.049163373,0.97907,-0.284346951,0.29599,-0.041000703,0.8866,-0.099783641,0.67993,-0.306463558,0.51021,0.043746764,0.98919
Smc1a,-0.078555954,0.82186,0.248351545,0.78624,-0.191967053,0.94116,-0.328516805,0.51724,-0.443839838,0.25328,-0.787359042,0.00000739,-0.227859773,0.72078,-0.075573932,0.99094
N4bp2l1,0.107402262,0.95171,-0.400708224,0.48695,0.526442433,0.62464,0.137335886,0.71962,0.367445735,0.39368,0.85955843,0.00024143,0.195698945,0.70419,0.59835222,0.3697
Ripk2,0.178052882,0.77887,0.185742552,0.77616,0.338428175,0.78096,0.065996233,0.88358,0.230521714,0.42078,0.207126797,0.41948,-0.250481103,0.63261,0.037684624,0.99365
Cyyr1,0.146653664,0.9017,-0.098152538,0.92045,0.361700539,0.86612,0.069386515,0.93458,0.180094052,0.67818,0.406840698,0.18415,-0.866727441,0.1504,-0.556866148,0.56222
Olfr1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf6,0.008499358,0.98653,-0.028288279,0.9687,-0.110449379,0.92127,-0.090312255,0.79446,0.312422273,0.051708,0.331160457,0.055461,-0.117164561,0.70419,-0.122185265,0.9593
Olfr1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-173I18.2,0.091829189,0,-1.152205162,0.45478,1.557442738,0.34571,0.417365767,0.67393,0.985664231,0,2.214585317,0.010358,0.216283064,0,1.37109966,0
Tsg101,-0.081874813,0.79422,-0.09885958,0.84764,-0.151364756,0.88673,0.051565503,0.87355,-0.056220867,0.79854,-0.057099308,0.73666,0.311533408,0.20115,0.122337647,0.94357
Rpl28-ps1,-0.081223254,0.96636,-0.224602364,0.87161,0.288986499,0.91484,0.082638946,0.93436,0.167881997,0.78151,0.292819754,0.59199,-0.131867667,0.89877,0.087934707,0.9927
Rpl31-ps20,0.621869302,0,0,0,0.705333916,0,-0.058168452,0,0,0,1.746834635,0,-0.346347646,0,0.43610248,0
Vmn1r5,0.497580718,0,0,0,0,0,0,0,0,0,-0.057291231,0,0,0,0,0
Gm17217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo6,0.053305532,0.94108,0.327603304,0.17843,-0.154754974,0.9062,-0.11532085,0.67369,-0.615948586,0.00070067,-0.90722344,4.49E-11,0.118800349,0.79666,0.094178035,0.9593
Olfr730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSLCAN18,-0.264762071,0.83536,-0.455238178,0.47727,0.659009252,0.64929,-0.311372487,0.63649,-0.029463374,0.94842,0.142376116,0.75016,-0.567866964,0.42682,0.417126467,0.86273
Ube2dnl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hottip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nell1,0,0,0,0,0,0,0,0,0.521180392,0,0,0,0,0,0,0
Enthd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-329H15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21887,0,0,2.253558202,0,0,0,0,0,0,0,1.949488249,0,0,0,1.983859888,0
Olfr424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oard1,-0.174531263,0.57365,-0.082336047,0.91325,0.624818071,0.11015,0.200276511,0.65878,0.496846338,0.068442,0.386654266,0.01082,0.199128308,0.6769,0.636772932,0.18082
Cept1,0.111255555,0.75619,0.161747891,0.74428,0.094064686,0.94292,0.20976787,0.45249,-0.356527358,0.085852,-0.424862871,0.0040102,0.019309831,0.96533,-0.082665941,0.98091
Gm9772,-1.362877046,0,2.896077158,0,0,0,0,0,3.37548867,0,-0.903395161,0,0,0,0,0
Igkv4-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxw25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col8a2,-1.531949331,0.5403,-0.182013925,0,0.651575699,0.89743,1.773463014,0,1.290800915,0,-0.087925914,0.94947,-1.756627894,0,-2.862200199,0
Gm10030,-1.141475577,0.45781,-0.651939036,0.66199,0.128000157,0.97324,0.199593331,0.87186,0.910546894,0,0.401637797,0.63364,0.029242189,0.99677,-0.028762505,0.99615
Olfr135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084M14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubxn11,0.385539749,0.94108,-1.019531691,0.57647,-0.226231195,0.97864,-0.687823298,0,-0.092495157,0,1.303324231,0.19067,-0.494663978,0,-0.019140343,0
Aim1l,1.062754264,0.0025147,0.705459056,0.40282,1.272533743,0.053003,1.542987157,0.0028945,0.118575345,0.87475,0.456408014,0.083615,0.035332685,0.96655,-0.218647404,0.98133
Apex2,0.216206783,0.81502,0.325884773,0.50297,-0.410752226,0.78713,-0.090796559,0.85034,0.204781318,0.49775,0.080009835,0.85084,-0.095509127,0.91396,-0.398563653,0.67995
Maged2,0.043721448,0.9743,0.340677779,0.55399,0.280006712,0.90557,-0.139849699,0.7896,-0.141533243,0.72559,-0.457594901,0.1532,-0.292905784,0.68744,0.143431079,0.97938
Gnl3l,-0.057557463,0.92956,0.10468177,0.86196,-0.166110317,0.91045,-0.099119992,0.76753,-0.360362402,0.13589,-0.539780349,0.00010579,0.049498364,0.94868,-0.002057677,0.998
Fgd1,-0.429269203,0.85958,-0.196014234,0.94588,-0.528235476,0.91374,0.364041031,0,0.093042357,0,-0.150414431,0.89443,0.261225388,0,-0.613739683,0
Tsr2,0.053595994,0.95229,0.056209306,0.94175,0.178369066,0.90924,0.074637135,0.85163,0.13949096,0.64858,0.119315945,0.67041,0.160900126,0.74704,0.279421044,0.79367
Fam120c,-0.024757035,0.98261,0.080615975,0.91815,-0.017068856,0.99925,-0.458325102,0.37796,-0.093110891,0.82041,-0.215149624,0.46144,-0.83521215,0.056811,-0.378908878,0.88669
Huwe1,0.098672869,0.81009,0.229644628,0.67449,-0.197710651,0.92782,-0.516487502,0.12655,-0.254499666,0.35355,-0.402320224,0.011233,-0.442941489,0.27384,-0.108186108,0.98447
Hsd17b10,0.661188167,0.00015372,0.244972519,0.61531,0.022918712,0.98911,0.667529681,0.0038892,0.250829526,0.36921,0.65091912,0.00021307,0.447924771,0.062675,-0.182009313,0.93839
Gm17181,-0.785065007,0,-1.477253442,0.12798,0.690531861,0,-1.180388618,0,2.490076447,0,3.169786114,0.0000361,-0.016227253,0,1.873595465,0
Gm8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bl,-0.435129566,0,-0.600875401,0,0,0,0,0,0.101128389,0,0.246284896,0,0,0,0,0
Iqcf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp8b4,0.098346622,0.95003,-0.180002568,0.89177,0.483305331,0.87873,0.212640927,0.79551,-1.600720945,0.0000104,-1.338986065,0.00013619,-0.123624218,0.92544,0.161225762,0.98754
Vmn1r54,0,0,-0.548851514,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp18,0.714511581,0,0.414625777,0,1.494407365,0.85473,1.181723313,0,0.93159397,0,1.221785045,0,-3.422575447,0,-3.09368682,0
Olfr1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tchp,0.180135835,0.86839,-0.001124961,0.99365,0.019035219,0.99542,-0.332905553,0.55151,0.473078601,0.25341,0.636618246,0.032099,-0.46274098,0.52227,-0.094399145,0.98314
Itgb7,-0.033906627,0.98653,-0.218486747,0.87423,-0.215674367,0.94101,-0.179188161,0.81921,-0.681652422,0.14471,-0.516885208,0.33553,-0.094384599,0.94116,-0.115806645,0.98911
Gm4691,0.620520483,0,-0.743136354,0,-1.950835544,0,-1.323380372,0,-1.414366142,0,-0.057310471,0,-0.884283267,0,-1.501025926,0
Scgb2b15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932505758,0
Pi15,0.515165505,0.94108,1.406945346,0,-0.7417293,0,-0.236823299,0,0.429173455,0,-0.48822644,0.76967,-0.240263866,0,-0.735263155,0
Gm26917,-0.223472338,0.92138,0.318188172,0.54317,-0.766524994,0.51621,-1.26042739,0.22204,0.037715527,0.953,-0.520451021,0.080062,0.390237922,0.58975,0.898801129,0.59395
Nnat,0.531855273,0.42172,-0.157256463,0.89412,0.04277514,0.9898,-0.492330218,0.43781,-0.365963674,0.33354,0.305550499,0.54727,-0.42307979,0.65607,0.128580759,0.98495
Blcap,-0.10151704,0.83711,0.475857694,0.12392,-0.155158888,0.88673,-0.114699431,0.6785,-0.547007294,0.0057485,-1.142715486,1.36E-11,-0.123411303,0.75966,-0.148824874,0.89298
Gm10605,-0.075711824,0.97623,-0.545340741,0.60784,0.174916458,0.95679,0.104714303,0.89698,0.134280201,0.89787,0.590585949,0.15995,-0.104996858,0.94771,-0.020230533,0.99615
Gm8079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1a1,0.529324132,0.0036837,0.347521897,0.48916,0.129356602,0.9668,0.472160606,0.03338,0.075357144,0.80413,0.239640421,0.35925,0.476386297,0.02789,0.147974392,0.98198
Olfr1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10029,-0.89626249,0,-0.06011324,0,0.813453756,0,2.533804279,0,2.64231512,0,1.793164332,0,0.044325312,0,-1.662561444,0
Tlx2,0.634055065,0,-1.002340392,0,-1.296525119,0,0.77443061,0,1.179631446,0,2.804693123,0.062893,1.971465772,0,-0.089179826,0
Slc4a5,-0.410325933,0,0.512642224,0,0.55031428,0,0.218302778,0,1.417417465,0,0.475961533,0,-0.877858449,0,-0.527750693,0
Htra2,0.085590981,0.89496,0.294526275,0.46198,-0.033929049,0.98815,-0.253259548,0.45331,0.020440745,0.94216,-0.205904027,0.3289,-0.092289943,0.88549,0.141388937,0.95138
Aup1,-0.13375148,0.65962,-0.100222143,0.86196,0.015154358,0.9898,0.191988172,0.50576,0.010905428,0.9776,-0.040496192,0.77144,0.297990271,0.2046,0.135251823,0.9475
RP23-393F10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nmral1,-0.36983064,0.2539,-0.047649547,0.95824,0.093223955,0.95378,-0.61118552,0.0095857,0.156978564,0.61248,-0.181009064,0.45704,0.086181441,0.90141,0.805038391,0.025981
Ube2d2b,0.291744268,0.93359,-0.272912214,0.90896,-0.452609428,0.91284,-0.901070349,0.39956,-0.380839282,0,0.158933124,0.86978,-0.446132444,0,0.019210881,0.998
E130309F12Rik,-0.600592821,0.89788,0.877798585,0,-0.117032384,0.97467,-0.557694797,0.42735,0.434638108,0,-1.072317633,0.4225,-0.624232264,0.46835,-0.167692449,0.98198
Iglv2,-2.76582629,0,-0.419289015,0,0,0,0,0,0.263995326,0,-2.101339229,0,0,0,-1.018135566,0
Gm6505,-0.324093554,0,-2.190465813,0,2.715707587,0,0.223804949,0,0.28781904,0,2.160988239,0,0.021891558,0,2.534527256,0
RP24-534C15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-209O20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plekhd1,0.698024353,0.88876,0,0,0.705887916,0,0,0,-0.978948975,0,0,0,0.139747139,0,0,0
RP24-280O4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-410B18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-336F17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-30F23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-159O13.1,0.690509727,0.70899,0.267545613,0.85875,-0.095039328,0.98162,0.691497166,0.2099,1.080355162,0.089859,1.483287871,0.0133,1.33720977,0.099581,0.564245143,0.86916
RP24-86A10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-279J5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-100J4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20478,0,0,-1.886906218,0,0,0,-1.892575535,0,0,0,1.861856747,0,-2.120383103,0,0,0
Vmn1r-ps65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20518,-0.335996912,0,0,0,1.700905418,0,0,0,3.230386348,0,0,0,0,0,1.922401054,0
Cyp21a2-ps,-0.391089403,0.34327,-0.334672712,0.58447,-0.14445612,0.97371,-1.322206977,0.018383,-0.668867146,0.082768,-0.745668696,0.0000279,0.68069529,0.30029,1.87026071,0.038413
Gm20473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310015B20Rik,0,0,0,0,1.508628974,0,0,0,0,0,0,0,0,0,-0.072537745,0
Slc17a8,0.314930116,0.55506,-0.219008719,0.82498,0.794101265,0.76171,-0.160273451,0.79554,-0.747483061,0.014749,-0.228044594,0.56889,0.164337118,0.85824,1.133004551,0.33237
Epyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-325I21.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp2ca,0.040798847,0.90413,0.090205836,0.854,-0.301114362,0.79244,0.073932432,0.76196,-0.246113664,0.05325,-0.312222595,0.033971,0.044195773,0.94703,-0.315573665,0.42707
Arih2,-0.004001996,0.99481,-0.069988762,0.86978,0.047530161,0.97657,0.067710462,0.83964,0.095805716,0.62168,0.145077648,0.36138,-0.160581505,0.67021,-0.166359641,0.91857
Mgat1,-0.165131854,0.21362,0.021406217,0.9676,-0.330301755,0.75537,-0.091221858,0.67597,-0.361334382,0.0031495,-0.565567254,0.000000487,0.04338504,0.94116,-0.180823203,0.89211
Rab44,-0.139474196,0,0.970853227,0,0.059085384,0,-0.504905505,0,1.089402826,0,-0.02927344,0,-0.166179833,0,0.415303658,0
Ccl26,0,0,0,0,-0.243350314,0,0,0,0,0,0,0,0,0,0,0
Zfp69,0.334732512,0.76683,-0.303198108,0.7825,0.514029167,0.88956,-0.279801916,0.76175,-0.11912792,0.8644,0.504402799,0.20256,-0.36212991,0.80866,0.444943164,0.90022
Trim38,0,0,0,0,-0.084516112,0,0.691691189,0,0,0,1.896514694,0,0.514908144,0,-0.241102684,0
9230112E08Rik,-0.076111792,0.95056,-0.12708162,0.88697,0.165293008,0.93725,-0.368382964,0.48876,-0.07658949,0.86387,-0.043911157,0.89473,-0.292062924,0.68912,0.256361029,0.93334
Cyfip2,0.055945013,0.9741,-0.178782636,0.91414,-0.47280962,0.87157,0.113094142,0.92896,-0.445400726,0.46234,-0.226055501,0.64062,0.218477333,0.88011,-0.351774533,0.94179
Trim60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phactr1,-0.125337745,0.95519,0.077473131,0.95339,-0.403234381,0.91374,0.348767631,0.63879,0.458308729,0.39879,0.239439857,0.69937,0.858894881,0.40655,0.120126443,0.98754
Vmac,0.114577578,0.81885,0.136563238,0.78681,0.486897099,0.27208,0.235622784,0.32805,0.023456681,0.94645,-0.016645581,0.9486,0.001013829,0.99834,0.266215861,0.68835
Lrrc8c,0.460356717,0.2929,-0.402298196,0.59105,-0.040545934,0.98621,-0.199588512,0.65948,-0.249573215,0.48956,0.600171366,0.085567,-0.148084045,0.8844,0.027655061,0.99615
1700013H16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr701,0,0,1.001570181,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttll7,0.442338286,0.65272,0.192330069,0.88897,0.719144292,0.79174,0.044174504,0.96398,0.363478225,0.50772,0.598409565,0.19387,-0.460638192,0.48834,0.231409651,0.97938
Gm7863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psma8,-0.215388794,0.94329,-0.012288173,0.98728,-0.402845225,0.91047,0.456850093,0.60759,0.725355859,0.41388,0.501296482,0.30293,0.48127161,0.6716,-0.36340393,0.9475
Otud7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092161375,0
Cuedc2,-0.070232222,0.92045,-0.314725013,0.53981,-0.069921755,0.96919,0.198744706,0.62415,0.163997568,0.6552,0.390912887,0.017477,0.186345687,0.62157,-0.067747567,0.98919
Pramel5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA474408,-0.362966582,0.81651,-0.293904078,0.78787,-0.184920919,0.95628,0.188863959,0.80544,0.5044205,0.43716,0.416707139,0.38908,-0.004304762,0.99988,-0.367868105,0.89902
l7Rn6,-0.046918055,0.94564,-0.351737515,0.54731,0.079555652,0.96655,0.138080037,0.76206,0.238412415,0.52105,0.525599324,0.0012897,0.080659942,0.91089,0.035961528,0.99379
Zfp599,-0.110917194,0.98009,-0.110132448,0,-0.367891184,0.95628,-1.011870072,0.40632,-0.271382909,0,-0.287351288,0.80328,0.408123408,0,1.068553545,0.88624
Olfr1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arf2,-0.028391272,0.9741,0.137515128,0.8091,0.227351943,0.90495,-0.091079476,0.85017,0.126569542,0.62173,-0.057309055,0.83564,-0.012001977,0.99137,0.321220518,0.80988
Olfr304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab3d,0.168851746,0.81828,0.442648716,0.17367,0.157007283,0.91115,0.296461023,0.31471,0.169400676,0.61872,-0.123447011,0.62523,-0.044861565,0.94555,-0.169608868,0.90327
Cdcp1,-0.825990133,0.74917,-0.360665931,0.79861,-0.669154572,0.33189,-0.550528816,0.28057,0.537084104,0.58057,0.058362381,0.93237,0.038579365,0.96379,-0.064094563,0.99097
Gm17084,-1.241448716,0,-2.058955656,0,-0.388599006,0,-1.34179713,0,-0.669157654,0,0.11806136,0.91834,-0.530277594,0,0.436634963,0
RP23-386K20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042807204,0
Gm7808,1.477689502,0.48207,0.632334771,0,1.280879672,0.87782,-0.196067369,0,-0.441379057,0,0.394052266,0.81928,-0.024042993,0,1.466647156,0
CH36-7P12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-279G1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-299M19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-97H23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-108N24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-449N4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubl4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp4r1l-ps,0.143071538,0.73084,0.157614384,0.78099,0.331546859,0.80825,0.142151155,0.70241,0.295307226,0.15787,0.262055058,0.1898,-0.080602926,0.91674,0.124101593,0.9593
Oosp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930522H14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.431229386,0
Rpl10l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26510,1.459225077,0,0.692924573,0,0.177987954,0.99181,1.214414644,0,1.195393478,0,1.954555101,0,0.157751514,0,-0.861994904,0
Gm26511,-0.836884861,0,0.527627267,0,-0.279669757,0,-0.865743321,0,1.077411588,0,-0.309536398,0,-0.030579841,0,0.571199726,0
Gm3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26513,-0.683823026,0.77037,0.248005564,0.92571,0.436488022,0.91734,0.215670311,0,0.959163052,0,0.004276836,0.98655,-0.678485166,0,-0.444599623,0
Gm26514,-0.42424747,0.80795,0.125625894,0.95253,-0.102663947,0.97907,-0.836443971,0.31678,0.233555972,0.8014,-0.332250393,0.62177,-0.398645248,0.77114,0.351953761,0.93839
Gm26515,0.219129951,0,0.659798765,0,-0.372643377,0,-0.462331189,0,0.800916106,0,0.333749624,0,0.740931109,0,0.840631916,0
Gm26516,0.094032293,0.9716,0.229105294,0.90124,-0.110467874,0.97978,0.367659587,0.74235,0.323746247,0.64611,0.171907986,0.78207,-0.222650633,0.91185,-0.682676571,0.81287
Gm26517,-3.103411986,0,-2.78832929,0,0.230454831,0,-1.449526511,0,0.521180392,0,0.195308834,0,-2.913847941,0,-1.213593831,0
Mtmr2,0.03642651,0.94472,-0.070300484,0.8943,0.024774779,0.9898,0.170327189,0.46032,0.171956493,0.40842,0.261457092,0.044656,0.00693678,0.98771,-0.12316714,0.96201
Tmed6,0,0,0,0,0.759224118,0,0,0,0,0,0.809023665,0,0.209187618,0,0,0
Cog8,0.012912679,0.98552,0.097242865,0.87157,-0.201867792,0.91284,-0.237866284,0.49438,-0.184883837,0.4092,-0.287077806,0.089767,-0.048009763,0.94962,0.003793316,0.99726
Nip7,0.004770796,0.99664,-0.110822231,0.90455,-0.03323695,0.98913,0.22641818,0.64743,0.530018504,0.16339,0.629293978,0.00021637,0.239331496,0.63994,-0.005836437,0.998
Has3,0.446385746,0.81885,-0.595346226,0.64322,0.29737216,0.93308,-1.005152023,0.15535,-0.023792083,0.99526,1.002122957,0.09651,-0.848614707,0.39428,0.469876644,0.90022
Vps4a,0.033601133,0.95925,0.057483963,0.91414,-0.10412529,0.91734,-0.01318027,0.97118,-0.096758275,0.67821,-0.138285617,0.3821,0.008160566,0.99246,-0.067145132,0.97678
Gm5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc56,-0.095036403,0.9407,-0.14172605,0.84562,0.699370605,0.60405,-0.09615005,0.87053,0.033694563,0.93361,0.064505757,0.87357,-0.30361082,0.59152,0.506553302,0.81646
Degs1,0.075447563,0.84466,0.237067262,0.38707,-0.388900394,0.52048,0.064902185,0.84712,-0.234460201,0.19259,-0.414133195,0.00049384,0.098635428,0.85993,-0.340083789,0.35862
Zkscan16,1.617391468,0,0,0,0,0,-2.309722332,0,0,0,0,0,0,0,0,0
Gm27158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pzp,-0.114014573,0.53282,0.495705413,0.76777,-0.571759413,0.85764,-0.814772922,0.048573,-1.006850125,0.13898,-1.632580269,3.75E-14,-0.477693295,0.54144,-0.21904304,0.97511
Fkbp4,-0.092072201,0.79925,-0.039986073,0.95421,-0.04440614,0.98312,-0.158455185,0.57399,-0.287810633,0.14491,-0.358170329,0.041539,0.167591466,0.68899,0.295482311,0.85124
Tspan11,-1.362877046,0,0,0,0,0,0,0,2.58482272,0,0,0,0,0,0,0
Prmt8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tead4,0.278915363,0.92016,-0.919314112,0.64926,1.018553967,0.75531,-0.606358476,0,-0.92481092,0,0.256113034,0.75865,-1.672629443,0,-0.027757117,0
Tspan9,-0.240144195,0.31375,0.211589158,0.76392,-0.017810169,0.99471,-0.279465326,0.38787,-0.659802165,0.0051686,-1.127990138,1.83E-09,-0.21270056,0.72769,0.064476737,0.98919
5031420N21Rik,0.238960852,0.84599,0.1367923,0.91007,0.196497177,0.95618,0.612329298,0.22486,0.801153091,0.066292,0.883097021,0.015237,0.562536092,0.43807,0.160793669,0.98447
